respondent_id,survey_wave,city_tier,region,vehicle_type,vehicle_age_years,e20_factory_compatible,monthly_fuel_spend_inr,experienced_mileage_drop,mileage_drop_bucket,experienced_repair_wear_increase,govt_e20_handling_sentiment,wants_e0_e10_choice_back,prior_awareness_of_separator_devices,price_point_shown_inr,purchase_likelihood_1to5,nps_0to10,preferred_payment_mode,primary_motivator,household_income_bucket
R100756,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,6.7,No,1209,Yes,10-15%,Yes,Disastrous,Yes,Yes,3999,5,9,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100757,Wave 2 - Jul 2026,Tier-3,North,Two-wheeler,1.4,Yes,1747,Yes,10-15%,No,Neutral/Mixed,No,No,5999,1,0,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R100758,Wave 1 - Jul 2026,Metro,East,Commercial/Fleet,3.0,No,12280,No,None noticed,No,Ineffective,No,No,5999,5,9,One-time payment,Restore lost mileage,<₹3L
R100759,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,0.6,Yes,1369,No,None noticed,No,Neutral/Mixed,No,No,5999,3,4,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100760,Wave 1 - Jul 2026,Tier-2,West,Commercial/Fleet,5.7,No,18453,Yes,5-10%,Yes,Ineffective,Yes,Yes,5999,5,9,One-time payment,Restore lost mileage,₹6-10L
R100761,Wave 1 - Jul 2026,Metro,South,Commercial/Fleet,3.2,No,16502,Yes,10-15%,No,Ineffective,No,No,4499,5,10,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,₹6-10L
R100762,Wave 2 - Jul 2026,Metro,West,Two-wheeler,0.9,Yes,2457,No,None noticed,No,Positive,Yes,No,5999,2,2,One-time payment,Protect engine/seals from damage,₹3-6L
R100763,Wave 1 - Jul 2026,Metro,North,Sedan,1.8,Yes,5130,No,None noticed,No,Positive,Yes,No,3999,4,7,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100764,Wave 2 - Jul 2026,Tier-3,West,Hatchback,1.3,Yes,4729,No,None noticed,No,Ineffective,Yes,No,3999,2,0,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100765,Wave 1 - Jul 2026,Metro,North,Sedan,1.7,Yes,4556,No,None noticed,No,Positive,No,No,4499,2,3,Subscription (device+cartridges bundled),Protect engine/seals from damage,<₹3L
R100766,Wave 1 - Jul 2026,Metro,West,Two-wheeler,0.6,Yes,1607,No,None noticed,No,Positive,No,No,3999,2,4,No-cost EMI (installments),Environmental/fuel-quality concern,<₹3L
R100767,Wave 2 - Jul 2026,Metro,East,Two-wheeler,7.8,No,1741,Yes,5-10%,Yes,Disastrous,Yes,No,4499,4,6,One-time payment,Restore lost mileage,₹3-6L
R100768,Wave 1 - Jul 2026,Metro,South,Two-wheeler,1.5,Yes,1170,Yes,0-5%,No,Disastrous,No,No,5999,4,6,One-time payment,Protect engine/seals from damage,<₹3L
R100769,Wave 1 - Jul 2026,Tier-2,West,Hatchback,3.3,Yes,4136,Yes,0-5%,Yes,Disastrous,Yes,No,3999,5,10,No-cost EMI (installments),Restore lost mileage,<₹3L
R100770,Wave 1 - Jul 2026,Metro,South,Commercial/Fleet,4.4,No,13862,Yes,10-15%,No,Neutral/Mixed,No,No,5999,4,7,One-time payment,Protect engine/seals from damage,>₹20L
R100771,Wave 1 - Jul 2026,Tier-2,Central,Sedan,6.7,No,3941,Yes,15%+,Yes,Positive,Yes,No,3999,4,8,One-time payment,Restore lost mileage,₹6-10L
R100772,Wave 1 - Jul 2026,Tier-2,West,Sedan,3.4,Yes,7484,No,None noticed,No,Positive,No,No,5999,1,0,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100773,Wave 2 - Jul 2026,Tier-3,South,Commercial/Fleet,2.7,No,15630,Yes,15%+,No,Disastrous,No,No,3999,5,10,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100774,Wave 2 - Jul 2026,Metro,North,Sedan,3.5,No,1880,Yes,10-15%,No,Disastrous,No,No,5999,5,8,No-cost EMI (installments),Save money long-term vs additives,<₹3L
R100775,Wave 2 - Jul 2026,Tier-3,North,Two-wheeler,1.4,Yes,2092,No,None noticed,No,Neutral/Mixed,No,No,4499,1,3,Subscription (device+cartridges bundled),Not sure / still skeptical,₹10-20L
R100776,Wave 2 - Jul 2026,Tier-2,South,SUV,1.5,Yes,6358,No,None noticed,No,Neutral/Mixed,No,Yes,4499,5,10,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100777,Wave 2 - Jul 2026,Metro,Central,Two-wheeler,2.7,No,1303,Yes,15%+,No,Disastrous,No,Yes,3999,5,10,No-cost EMI (installments),Restore lost mileage,>₹20L
R100778,Wave 1 - Jul 2026,Tier-2,West,Two-wheeler,0.4,No,2043,Yes,5-10%,No,Disastrous,No,No,3999,4,6,One-time payment,Restore lost mileage,<₹3L
R100779,Wave 2 - Jul 2026,Tier-3,North,Hatchback,2.0,Yes,4033,No,None noticed,No,Ineffective,No,No,4499,5,10,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100780,Wave 2 - Jul 2026,Metro,East,Commercial/Fleet,2.3,Yes,17654,No,None noticed,Yes,Disastrous,Yes,Yes,3999,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100781,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,10.3,No,919,Yes,15%+,Yes,Ineffective,No,No,3999,4,4,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100782,Wave 1 - Jul 2026,Tier-1,East,Hatchback,7.3,No,2277,Yes,10-15%,Yes,Disastrous,No,No,5999,2,0,Subscription (device+cartridges bundled),Not sure / still skeptical,<₹3L
R100783,Wave 2 - Jul 2026,Tier-2,South,Two-wheeler,4.4,No,1335,Yes,15%+,No,Ineffective,No,No,3999,5,10,One-time payment,Save money long-term vs additives,₹3-6L
R100784,Wave 2 - Jul 2026,Tier-3,West,Two-wheeler,5.8,No,1542,Yes,10-15%,No,Ineffective,No,No,3999,4,7,No-cost EMI (installments),Restore lost mileage,<₹3L
R100785,Wave 2 - Jul 2026,Tier-1,Central,Two-wheeler,1.5,Yes,1520,No,None noticed,No,Positive,No,No,4499,2,2,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100786,Wave 1 - Jul 2026,Tier-2,South,Sedan,3.6,No,5018,No,None noticed,No,Positive,No,Yes,4499,2,4,One-time payment,Restore lost mileage,₹10-20L
R100787,Wave 2 - Jul 2026,Tier-1,West,SUV,5.3,No,8247,Yes,10-15%,Yes,Ineffective,No,No,4499,4,6,One-time payment,Restore lost mileage,₹6-10L
R100788,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,1.5,Yes,680,No,None noticed,No,Positive,No,No,4499,1,0,Subscription (device+cartridges bundled),Not sure / still skeptical,₹3-6L
R100789,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,1.0,No,1580,No,None noticed,Yes,Neutral/Mixed,No,No,4499,4,6,One-time payment,Restore lost mileage,₹10-20L
R100790,Wave 2 - Jul 2026,Metro,North,Two-wheeler,4.1,No,1463,Yes,15%+,Yes,Ineffective,Yes,No,4499,4,8,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100791,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,1.1,Yes,2174,No,None noticed,No,Neutral/Mixed,No,No,4499,2,0,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100792,Wave 2 - Jul 2026,Tier-1,South,Hatchback,4.7,No,4209,Yes,10-15%,No,Ineffective,Yes,Yes,3999,3,4,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100793,Wave 1 - Jul 2026,Metro,North,Sedan,6.6,Yes,4269,Yes,5-10%,No,Ineffective,Yes,No,5999,4,5,No-cost EMI (installments),Restore lost mileage,>₹20L
R100794,Wave 2 - Jul 2026,Metro,South,Hatchback,1.6,Yes,4140,No,None noticed,No,Neutral/Mixed,Yes,No,3999,1,0,One-time payment,Not sure / still skeptical,₹3-6L
R100795,Wave 2 - Jul 2026,Tier-1,East,Two-wheeler,1.7,Yes,1272,No,None noticed,No,Ineffective,No,No,5999,3,6,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100796,Wave 1 - Jul 2026,Metro,South,Hatchback,6.5,No,4711,No,None noticed,Yes,Ineffective,Yes,No,4499,3,6,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100797,Wave 1 - Jul 2026,Metro,South,Two-wheeler,3.4,No,1411,Yes,15%+,No,Ineffective,Yes,No,4499,4,6,One-time payment,Protect engine/seals from damage,₹10-20L
R100798,Wave 2 - Jul 2026,Tier-2,East,Two-wheeler,5.9,No,906,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,10,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R100799,Wave 1 - Jul 2026,Tier-2,West,Commercial/Fleet,2.8,No,10027,Yes,10-15%,Yes,Disastrous,Yes,No,5999,5,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100800,Wave 1 - Jul 2026,Tier-2,East,Sedan,2.9,No,6227,Yes,15%+,No,Disastrous,No,No,4499,4,9,One-time payment,Protect engine/seals from damage,₹6-10L
R100801,Wave 1 - Jul 2026,Tier-1,South,Commercial/Fleet,3.4,No,25665,No,None noticed,Yes,Ineffective,Yes,No,4499,5,9,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100802,Wave 1 - Jul 2026,Tier-3,Central,Commercial/Fleet,9.0,No,18911,No,None noticed,No,Neutral/Mixed,No,No,5999,2,0,Subscription (device+cartridges bundled),Save money long-term vs additives,₹6-10L
R100803,Wave 1 - Jul 2026,Tier-2,West,Hatchback,5.6,No,5156,No,None noticed,No,Neutral/Mixed,No,Yes,4499,4,8,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100804,Wave 2 - Jul 2026,Metro,North,Commercial/Fleet,1.9,Yes,23746,Yes,5-10%,No,Disastrous,No,Yes,4499,5,9,One-time payment,Protect engine/seals from damage,₹6-10L
R100805,Wave 1 - Jul 2026,Metro,Central,Two-wheeler,3.8,No,1505,Yes,15%+,Yes,Disastrous,Yes,No,3999,5,9,Subscription (device+cartridges bundled),Protect engine/seals from damage,>₹20L
R100806,Wave 2 - Jul 2026,Tier-2,South,Two-wheeler,2.6,No,1081,Yes,10-15%,Yes,Disastrous,No,Yes,3999,2,3,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R100807,Wave 1 - Jul 2026,Metro,North,Two-wheeler,2.3,Yes,1477,No,None noticed,Yes,Ineffective,Yes,No,5999,2,0,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100808,Wave 2 - Jul 2026,Tier-1,North,Two-wheeler,4.6,No,1873,Yes,10-15%,Yes,Disastrous,No,No,3999,4,7,One-time payment,Protect engine/seals from damage,₹3-6L
R100809,Wave 1 - Jul 2026,Tier-3,West,Two-wheeler,4.0,No,1608,Yes,10-15%,No,Ineffective,Yes,No,3999,5,10,One-time payment,Save money long-term vs additives,₹3-6L
R100810,Wave 2 - Jul 2026,Metro,North,Two-wheeler,1.6,Yes,1693,No,None noticed,No,Neutral/Mixed,No,No,3999,3,5,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100811,Wave 2 - Jul 2026,Metro,South,Sedan,3.4,No,5049,Yes,15%+,Yes,Neutral/Mixed,No,No,5999,4,6,Subscription (device+cartridges bundled),Protect engine/seals from damage,<₹3L
R100812,Wave 2 - Jul 2026,Tier-3,North,SUV,2.2,No,7735,No,None noticed,No,Neutral/Mixed,No,No,4499,1,1,One-time payment,Not sure / still skeptical,₹10-20L
R100813,Wave 1 - Jul 2026,Tier-2,South,Hatchback,4.4,No,4060,Yes,10-15%,No,Disastrous,Yes,No,4499,5,8,One-time payment,Restore lost mileage,₹6-10L
R100814,Wave 1 - Jul 2026,Metro,South,Two-wheeler,2.1,Yes,1380,Yes,5-10%,No,Disastrous,No,No,5999,4,6,No-cost EMI (installments),Restore lost mileage,<₹3L
R100815,Wave 1 - Jul 2026,Tier-3,West,Sedan,2.9,No,7697,Yes,10-15%,Yes,Ineffective,No,No,4499,5,9,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹10-20L
R100816,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,2.3,Yes,480,No,None noticed,No,Ineffective,No,No,5999,2,3,No-cost EMI (installments),Restore lost mileage,<₹3L
R100817,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,0.7,Yes,1412,Yes,0-5%,No,Positive,No,Yes,5999,3,4,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100818,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,8.7,No,1369,No,None noticed,Yes,Ineffective,Yes,No,4499,3,6,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R100819,Wave 1 - Jul 2026,Metro,South,Two-wheeler,3.3,Yes,862,Yes,5-10%,No,Disastrous,No,No,5999,5,10,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R100820,Wave 1 - Jul 2026,Metro,West,Two-wheeler,8.9,No,1663,No,None noticed,No,Ineffective,No,No,5999,3,5,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100821,Wave 1 - Jul 2026,Tier-2,North,SUV,3.5,No,6537,Yes,10-15%,No,Neutral/Mixed,No,No,3999,5,10,One-time payment,Restore lost mileage,₹10-20L
R100822,Wave 1 - Jul 2026,Tier-1,North,Sedan,5.2,No,5220,Yes,10-15%,No,Positive,No,No,3999,4,8,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100823,Wave 2 - Jul 2026,Tier-2,South,Sedan,2.0,Yes,8802,No,None noticed,No,Positive,No,No,5999,2,3,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R100824,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,2.1,Yes,1796,No,None noticed,Yes,Ineffective,Yes,No,4499,4,5,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100825,Wave 1 - Jul 2026,Metro,South,SUV,3.2,No,9519,Yes,10-15%,No,Neutral/Mixed,No,No,4499,5,10,One-time payment,Restore lost mileage,₹10-20L
R100826,Wave 1 - Jul 2026,Tier-2,East,Sedan,8.9,Yes,6418,Yes,5-10%,Yes,Disastrous,Yes,No,3999,5,9,No-cost EMI (installments),Restore lost mileage,>₹20L
R100827,Wave 2 - Jul 2026,Metro,South,Two-wheeler,1.6,Yes,1335,No,None noticed,No,Neutral/Mixed,No,No,5999,1,1,No-cost EMI (installments),Environmental/fuel-quality concern,>₹20L
R100828,Wave 2 - Jul 2026,Tier-3,West,Hatchback,0.6,Yes,6551,No,None noticed,No,Neutral/Mixed,No,No,5999,1,0,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R100829,Wave 1 - Jul 2026,Metro,West,Hatchback,6.4,No,5143,Yes,10-15%,Yes,Positive,No,No,5999,5,7,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R100830,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,5.4,No,1106,Yes,15%+,Yes,Disastrous,Yes,No,4499,4,4,One-time payment,Save money long-term vs additives,₹3-6L
R100831,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,2.4,Yes,851,No,None noticed,No,Neutral/Mixed,No,No,5999,1,0,One-time payment,Environmental/fuel-quality concern,₹10-20L
R100832,Wave 2 - Jul 2026,Tier-1,South,Hatchback,11.1,No,4867,Yes,10-15%,No,Disastrous,Yes,No,4499,5,10,One-time payment,Save money long-term vs additives,₹10-20L
R100833,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,11.3,No,1378,No,None noticed,Yes,Ineffective,No,No,4499,2,4,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100834,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,0.7,No,840,Yes,0-5%,Yes,Disastrous,No,No,5999,5,10,One-time payment,Restore lost mileage,₹6-10L
R100835,Wave 1 - Jul 2026,Tier-2,East,Two-wheeler,2.0,No,1568,No,None noticed,No,Positive,No,No,4499,4,6,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100836,Wave 2 - Jul 2026,Tier-2,Central,Commercial/Fleet,3.2,No,17106,Yes,15%+,No,Disastrous,No,No,4499,5,8,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100837,Wave 1 - Jul 2026,Tier-3,North,Two-wheeler,4.3,No,1608,Yes,10-15%,Yes,Ineffective,No,No,3999,5,10,One-time payment,Save money long-term vs additives,₹6-10L
R100838,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,3.9,Yes,1573,No,None noticed,Yes,Disastrous,No,No,4499,5,7,Subscription (device+cartridges bundled),Protect engine/seals from damage,<₹3L
R100839,Wave 2 - Jul 2026,Tier-1,East,Two-wheeler,3.3,No,1162,Yes,10-15%,Yes,Disastrous,Yes,No,5999,5,10,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,₹6-10L
R100840,Wave 2 - Jul 2026,Metro,South,SUV,1.4,Yes,9653,No,None noticed,Yes,Disastrous,Yes,No,3999,4,9,One-time payment,Protect engine/seals from damage,<₹3L
R100841,Wave 2 - Jul 2026,Tier-2,East,Hatchback,4.7,No,3614,Yes,10-15%,Yes,Disastrous,No,No,5999,5,10,One-time payment,Restore lost mileage,<₹3L
R100842,Wave 1 - Jul 2026,Tier-1,West,Commercial/Fleet,4.9,No,16258,Yes,10-15%,Yes,Disastrous,No,No,3999,5,10,One-time payment,Restore lost mileage,₹6-10L
R100843,Wave 2 - Jul 2026,Tier-1,Central,Two-wheeler,6.1,No,1191,Yes,5-10%,No,Ineffective,Yes,No,3999,5,9,No-cost EMI (installments),Restore lost mileage,<₹3L
R100844,Wave 2 - Jul 2026,Metro,Central,Two-wheeler,1.3,Yes,1843,No,None noticed,No,Positive,No,No,5999,3,5,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R100845,Wave 2 - Jul 2026,Tier-3,North,Hatchback,2.8,Yes,3870,Yes,0-5%,Yes,Disastrous,No,No,3999,2,3,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100846,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,2.3,Yes,1938,No,None noticed,No,Neutral/Mixed,No,No,5999,1,0,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100847,Wave 1 - Jul 2026,Tier-2,West,SUV,1.2,No,12295,No,None noticed,No,Positive,No,No,5999,2,1,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100848,Wave 2 - Jul 2026,Metro,North,SUV,2.8,No,6504,Yes,10-15%,Yes,Disastrous,No,No,4499,5,9,One-time payment,Protect engine/seals from damage,₹10-20L
R100849,Wave 1 - Jul 2026,Tier-3,South,Hatchback,1.5,Yes,765,Yes,5-10%,No,Neutral/Mixed,No,No,4499,1,0,One-time payment,Not sure / still skeptical,₹6-10L
R100850,Wave 2 - Jul 2026,Metro,Central,Commercial/Fleet,1.1,No,23911,No,None noticed,No,Positive,No,No,3999,4,9,One-time payment,Save money long-term vs additives,₹6-10L
R100851,Wave 1 - Jul 2026,Metro,North,Hatchback,5.4,No,3798,No,None noticed,Yes,Neutral/Mixed,No,No,5999,2,1,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100852,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,2.4,Yes,1060,No,None noticed,No,Neutral/Mixed,No,Yes,3999,1,0,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R100853,Wave 2 - Jul 2026,Tier-3,East,Hatchback,1.9,Yes,3508,Yes,0-5%,Yes,Ineffective,No,No,5999,3,6,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100854,Wave 2 - Jul 2026,Metro,South,Two-wheeler,7.1,No,1237,No,None noticed,Yes,Ineffective,No,No,5999,3,6,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R100855,Wave 1 - Jul 2026,Tier-1,South,SUV,5.0,Yes,11178,No,None noticed,No,Neutral/Mixed,No,No,3999,4,7,One-time payment,Restore lost mileage,₹10-20L
R100856,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,0.5,No,1463,Yes,10-15%,No,Positive,No,Yes,5999,2,3,One-time payment,Not sure / still skeptical,₹3-6L
R100857,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,4.4,No,1903,Yes,10-15%,No,Disastrous,Yes,No,4499,5,8,One-time payment,Save money long-term vs additives,>₹20L
R100858,Wave 1 - Jul 2026,Tier-1,North,Hatchback,4.4,No,4781,Yes,10-15%,Yes,Ineffective,No,No,4499,5,10,One-time payment,Protect engine/seals from damage,₹3-6L
R100859,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,2.7,No,1279,Yes,10-15%,No,Ineffective,No,Yes,3999,3,6,One-time payment,Environmental/fuel-quality concern,₹3-6L
R100860,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,2.7,No,1247,Yes,10-15%,Yes,Disastrous,Yes,No,5999,3,2,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100861,Wave 1 - Jul 2026,Tier-2,South,Sedan,0.8,Yes,6712,Yes,0-5%,No,Ineffective,No,No,3999,4,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100862,Wave 1 - Jul 2026,Tier-2,West,Two-wheeler,11.0,No,1722,Yes,10-15%,No,Neutral/Mixed,No,Yes,5999,4,6,One-time payment,Protect engine/seals from damage,₹3-6L
R100863,Wave 2 - Jul 2026,Tier-2,North,Hatchback,2.8,No,5372,Yes,10-15%,Yes,Ineffective,No,Yes,4499,4,8,One-time payment,Restore lost mileage,₹10-20L
R100864,Wave 2 - Jul 2026,Metro,South,Two-wheeler,4.2,No,1297,No,None noticed,Yes,Neutral/Mixed,Yes,No,4499,3,5,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100865,Wave 1 - Jul 2026,Tier-3,Central,Two-wheeler,2.9,Yes,1469,Yes,0-5%,No,Disastrous,No,No,5999,4,7,One-time payment,Protect engine/seals from damage,>₹20L
R100866,Wave 2 - Jul 2026,Tier-3,West,Two-wheeler,1.9,No,1629,No,None noticed,No,Positive,No,No,5999,4,7,One-time payment,Environmental/fuel-quality concern,<₹3L
R100867,Wave 1 - Jul 2026,Tier-2,Central,Sedan,5.7,No,5176,Yes,10-15%,Yes,Ineffective,No,No,4499,5,8,One-time payment,Save money long-term vs additives,₹6-10L
R100868,Wave 1 - Jul 2026,Metro,South,Commercial/Fleet,3.7,Yes,12621,No,None noticed,Yes,Neutral/Mixed,No,No,4499,4,8,One-time payment,Restore lost mileage,<₹3L
R100869,Wave 1 - Jul 2026,Metro,West,Two-wheeler,2.8,No,1084,No,None noticed,Yes,Disastrous,No,No,4499,5,9,Subscription (device+cartridges bundled),Restore lost mileage,₹6-10L
R100870,Wave 2 - Jul 2026,Tier-2,East,Commercial/Fleet,4.2,No,17251,Yes,10-15%,Yes,Disastrous,No,No,4499,5,7,One-time payment,Restore lost mileage,₹3-6L
R100871,Wave 1 - Jul 2026,Metro,South,Hatchback,3.1,No,4979,Yes,10-15%,Yes,Neutral/Mixed,Yes,No,5999,3,3,One-time payment,Restore lost mileage,₹6-10L
R100872,Wave 1 - Jul 2026,Tier-3,South,Hatchback,9.3,No,5681,Yes,10-15%,Yes,Disastrous,Yes,Yes,3999,4,5,One-time payment,Save money long-term vs additives,₹10-20L
R100873,Wave 2 - Jul 2026,Tier-1,East,Sedan,5.6,No,3598,Yes,10-15%,No,Ineffective,No,No,4499,5,9,One-time payment,Protect engine/seals from damage,₹3-6L
R100874,Wave 2 - Jul 2026,Tier-2,South,Sedan,4.6,No,4830,Yes,10-15%,Yes,Ineffective,No,No,5999,4,8,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100875,Wave 2 - Jul 2026,Tier-3,West,SUV,0.9,Yes,7378,Yes,0-5%,No,Ineffective,No,No,4499,3,4,One-time payment,Protect engine/seals from damage,₹6-10L
R100876,Wave 2 - Jul 2026,Tier-1,Central,Hatchback,4.8,No,5135,Yes,10-15%,Yes,Neutral/Mixed,No,No,5999,4,8,Subscription (device+cartridges bundled),Save money long-term vs additives,₹3-6L
R100877,Wave 2 - Jul 2026,Tier-1,North,Hatchback,4.7,No,3579,Yes,5-10%,No,Ineffective,Yes,No,3999,4,7,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹6-10L
R100878,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,1.5,No,1232,No,None noticed,No,Positive,No,No,3999,1,0,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R100879,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,0.9,Yes,846,No,None noticed,No,Neutral/Mixed,No,No,4499,1,0,One-time payment,Not sure / still skeptical,₹10-20L
R100880,Wave 1 - Jul 2026,Tier-1,South,Sedan,5.4,No,6585,Yes,10-15%,No,Ineffective,No,No,4499,5,10,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R100881,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,5.9,No,1337,Yes,10-15%,No,Neutral/Mixed,No,No,5999,4,5,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100882,Wave 2 - Jul 2026,Tier-3,West,Two-wheeler,2.1,Yes,1144,No,None noticed,No,Neutral/Mixed,Yes,No,4499,3,7,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R100883,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,2.0,Yes,1298,Yes,5-10%,No,Disastrous,Yes,Yes,3999,5,10,One-time payment,Restore lost mileage,₹10-20L
R100884,Wave 1 - Jul 2026,Metro,West,Two-wheeler,3.6,No,1842,Yes,10-15%,No,Disastrous,Yes,No,3999,5,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100885,Wave 1 - Jul 2026,Tier-1,South,Hatchback,2.4,Yes,3018,No,None noticed,No,Neutral/Mixed,No,No,4499,2,4,One-time payment,Environmental/fuel-quality concern,₹10-20L
R100886,Wave 2 - Jul 2026,Tier-1,South,Hatchback,0.9,Yes,3210,No,None noticed,No,Positive,No,No,4499,1,0,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
